2023-01-16T14:08:07 | info | Conexion establecida!!!
2023-01-16T14:08:09 | info | Conexion establecida!!!
2023-01-16T14:08:10 | info | Conexion establecida!!!
2023-01-16T14:08:12 | info | Conexion establecida!!!
2023-01-16T14:08:17 | info | Conexion establecida!!!
2023-01-16T14:08:19 | info | Conexion establecida!!!
2023-01-16T14:08:21 | info | Conexion establecida!!!
2023-01-16T14:08:36 | info | Conexion establecida!!!
2023-01-16T14:08:51 | info | 🐈 Servidor corriendo en: 🔥 http://localhost:4000/,se inicializo en: development a las: Mon Jan 16 2023 14:08:51 GMT-0600 (Central Standard Time)
2023-01-16T14:08:51 | info | Conexion establecida!!!
